법원명,사건번호,매각기일,주소,감정가,최저가,태그,주거형태,건물평수,조회수,경매/공매,임대여부
진주지원,2021타경1550[1],D-57,경상남도 산청군 산청읍 차탄리 산9,20억4926만6000원,2억7504만8000원,#유찰9회#재매각#분묘기지권#맹지,임야,20228평,view 508,경매,False
서울남부지법,2022타경156[1],D-56,서울특별시 영등포구 영등포로65길 15-1,12억1878만5600원,9억7502만8000원,#유찰1회,다가구,73평,view 2.6k,경매,False
서울남부지법,2022타경102168[1],D-56,"서울특별시 강서구 공항대로55길 10-3, 제6층 제602호 (등촌동, 워너빌)",1억2448만원,4079만원,#유찰5회#선순위임차인#위반건축물#임차권등기,다세대,6평,view 429,경매,False
서울남부지법,2022타경114307[1],D-56,"서울특별시 영등포구 경인로112길 4-7, 제6층 제601호 (영등포동1가, 메트로가든)",1억3900만원,1억1120만원,#유찰1회,오피스텔(주거),4평,view 344,경매,False
서산지원,2022타경56959[1],D-55,충청남도 당진시 고대면 용두리 326,1억404만7980원,3568만9000원,#유찰3회,단독주택,20평,view 550,경매,False
서산지원,2022타경53899[1],D-55,"충청남도 당진시 당진중앙2로 331, 102동 5층503호 (원당동,파크빌아파트)",2억6900만원,4521만1000원,#유찰5회#선순위임차인#임차권등기,아파트,26평,view 528,경매,False
서산지원,2023타경50040[1],D-55,충청남도 태안군 태안읍 삭선길 444-40,1억7003만2000원,8331만5000원,#유찰2회,단독주택,27평,view 474,경매,False
서산지원,2020타경6127[1],D-55,충청남도 당진시 송악읍 옛터골길 13-21,9억6372만8400원,2억3139만1000원,#유찰4회#재매각#유치권#특별매각조건,상가,219평,view 404,경매,False
서산지원,2022타경2334[1],D-55,충청남도 태안군 안면읍 창기리 1287-39,7642만4400원,3744만8000원,#유찰2회#재매각#지분매각#농지취득자격증명#맹지,답,109평,view 212,경매,False
서산지원,2022타경53769[1],D-55,충청남도 당진시 대호지면 사성리 산13-1,5454만9000원,916만8000원,#유찰5회#지분매각#맹지,임야,1501평,view 171,경매,False
서산지원,2022타경58009[1],D-55,충청남도 당진시 석문면 난지도리 177-34,6억5857만6000원,2억2589만1000원,#유찰3회,다가구,101평,view 162,경매,False
서산지원,2022타경4491[2],D-55,충청남도 서산시 대산읍 오지리 313-96,6547만2000원,2245만7000원,#유찰3회#맹지,염전,301평,view 148,경매,False
서산지원,2022타경3726[1],D-55,충청남도 당진시 정미면 천의리 120-5,4322만3750원,1037만8000원,#유찰4회#지분매각#맹지,임야,2588719평,view 147,경매,False
서산지원,2022타경4460[1],D-55,충청남도 태안군 안면읍 창기리 61-107,2600만5210원,892만원,#유찰3회#지분매각#특별매각조건#맹지,유지,49820평,view 106,경매,False
서산지원,2022타경4002[2],D-55,충청남도 당진시 송악읍 전대리 515,2억7621만원,9474만원,#유찰3회#농지취득자격증명,답,540평,view 92,경매,False
서산지원,2022타경56041[1],D-55,충청남도 서산시 부석면 송시리 311,5546만원,1902만3000원,#유찰3회#재매각#농지취득자격증명#맹지,답,357평,view 89,경매,False
서산지원,2022타경53837[1],D-55,"충청남도 당진시 송산로 270-38, 1층 102호",1억7100만원,2874만원,#유찰5회#선순위임차인#임차권등기,다세대,20평,view 71,경매,False
서산지원,2023타경51951[1],D-55,"충청남도 서산시 한마음2로 22, 103동 6층602호 (석림동,서산센트럴코아루아파트)",2억3600만원,1억6520만원,#유찰1회,아파트,20평,view 69,경매,False
서산지원,2022타경4002[1],D-55,충청남도 당진시 신평면 상오리 553-4,2억6373만6000원,9046만2000원,#유찰3회#농지취득자격증명#맹지,답,540평,view 61,경매,False
서산지원,2023타경52190[1],D-55,"충청남도 서산시 지곡면 충의로 762-78, 117동 6층603호 (늘푸른오스카빌)",1억2700만원,8890만원,#유찰1회,아파트,26평,view 57,경매,False
서산지원,2023타경51791[1],D-55,"충청남도 당진시 백암로 219-64, 102동 19층1903호 (채운동,채운공원휴먼빌아파트)",2억3100만원,1억6170만원,#유찰1회,아파트,30평,view 56,경매,False
서산지원,2023타경50651[1],D-55,"충청남도 서산시 성연면 성연3로 76, 403동 9층903호 (힐스테이트서산아파트)",2억8000만원,1억9600만원,#유찰1회#선순위임차인,아파트,26평,view 55,경매,False
서산지원,2022타경1911[1],D-55,충청남도 태안군 안면읍 백사장2길 13,29억5만9200원,14억2102만9000원,#유찰2회,상가,608평,view 54,경매,False
서산지원,2023타경632[1],D-55,"충청남도 서산시 한마음2로 22, 104동 6층602호 (석림동,서산센트럴코아루아파트)",2억6900만원,1억8830만원,#유찰1회,아파트,23평,view 46,경매,False
서산지원,2022타경57426[2],D-55,충청남도 서산시 성연면 명천리 102-1,2억2869만원,1억1205만8000원,#유찰2회#농지취득자격증명#맹지,전,1099평,view 45,경매,False
서산지원,2023타경51098[1],D-55,"충청남도 서산시 성연면 성연3로 76, 401동 7층703호 (힐스테이트서산아파트)",2억8400만원,1억9880만원,#유찰1회,아파트,26평,view 45,경매,False
서산지원,2022타경53066[1],D-55,충청남도 당진시 채운동 82-2,1억5475만3000원,7582만9000원,#유찰2회#형식적경매#농지취득자격증명#맹지,임야,442평,view 44,경매,False
서산지원,2022타경4941[1],D-55,충청남도 당진시 송산면 동곡리 23-18,6772만1000원,2322만9000원,#유찰3회#형식적경매#맹지,임야,85평,view 43,경매,False
서산지원,2023타경52206[1],D-55,"충청남도 서산시 한마음2로 22, 103동 4층401호 (석림동,서산센트럴코아루아파트)",2억6100만원,1억8270만원,#유찰1회#선순위임차인#선순위전세권#임차권등기,아파트,23평,view 43,경매,False
서산지원,2022타경4583[1],D-55,충청남도 당진시 고대면 장항리 산34-2,4억8194만2000원,2억3615만1000원,#유찰2회#지분매각,임야,1619평,view 42,경매,False
서산지원,2023타경632[2],D-55,"충청남도 서산시 한마음2로 22, 104동 6층601호 (석림동,서산센트럴코아루아파트)",2억6900만원,1억8830만원,#유찰1회,아파트,23평,view 39,경매,False
서산지원,2022타경1782[1],D-55,충청남도 당진시 정미면 염솔로 383-4,2억4083만9680원,1억6858만8000원,#유찰1회,단독주택,79평,view 38,경매,False
서산지원,2022타경57426[1],D-55,충청남도 서산시 지곡면 화천리 899,6662만4000원,3264만6000원,#유찰2회#지분매각#특별매각조건#농지취득자격증명#맹지,답,210평,view 38,경매,False
서산지원,2023타경267[1],D-55,충청남도 당진시 송악읍 부곡리 198-2,11억8397만8000원,5억8015만원,#유찰2회#농지취득자격증명,전,1530평,view 38,경매,False
서산지원,2023타경51555[2],D-55,충청남도 당진시 송악읍 가학리 340-9,3686만원,2580만2000원,#유찰1회,임야,115평,view 38,경매,False
서산지원,2022타경57938[1],D-55,충청남도 당진시 송악읍 석포리 산54-7,6222만8000원,3049만2000원,#유찰2회#임차권등기#특별매각조건#맹지,임야,201평,view 36,경매,False
서산지원,2023타경1185[1],D-55,"충청남도 서산시 서령로 157-27, 104동 5층501호 (동문동,서산동문꿈에그린아파트)",2억6700만원,1억8690만원,#유찰1회,아파트,26평,view 35,경매,False
서산지원,2022타경56164[1],D-55,충청남도 서산시 팔봉면 호리 550-2,4억9824만6000원,3억4877만2000원,#유찰1회#재매각#특별매각조건,임야,4028평,view 33,경매,False
서산지원,2022타경57556[1],D-55,충청남도 당진시 대덕동 896-3,2억2994만4000원,1억6096만1000원,#유찰1회#지분매각#특별매각조건#농지취득자격증명,임야,621평,view 32,경매,False
서산지원,2023타경1406[1],D-55,"충청남도 서산시 음암면 석동로 36, 1동 10층1002호 (개나리아파트)",5300만원,3710만원,#유찰1회,아파트,19평,view 31,경매,False
서산지원,2023타경50354[3],D-55,충청남도 당진시 석문면 삼화리 666-2,2억2213만2000원,1억884만4000원,#유찰2회#농지취득자격증명,전,628평,view 31,경매,False
서산지원,2023타경51678[1],D-55,충청남도 당진시 합덕읍 운산리 20-1,3억7094만4000원,2억5966만1000원,#유찰1회#분묘기지권#형식적경매#농지취득자격증명#맹지,전,780평,view 30,경매,False
서산지원,2023타경50354[2],D-55,충청남도 당진시 송악읍 금곡리 304,2억6537만원,1억3003만1000원,#유찰2회#농지취득자격증명#맹지,전,694평,view 29,경매,False
서산지원,2023타경50330[1],D-55,"충청남도 당진시 송산로 270-38, 4층402호",2억800만원,1억192만원,#유찰2회#선순위임차인,다세대,20평,view 27,경매,False
서산지원,2023타경50354[1],D-55,충청남도 당진시 송악읍 영천리 146,2억6384만7000원,1억2928만5000원,#유찰2회#농지취득자격증명#맹지,답,719평,view 27,경매,False
경주지원,2020타경1710[2],D-55,경상북도 경주시 외동읍 내외로 352-47 (주건축물제1동),136억299만2710원,95억2209만5000원,#유찰1회#선순위임차인,공장,3869평,view 27,경매,False
서산지원,2022타경3399[1],D-55,"충청남도 당진시 송악읍 월곡로 23, 비동 2층201호 (우진에이스빌)",1억1200만원,7840만원,#유찰1회,다세대,15평,view 25,경매,False
서산지원,2022타경58214[1],D-55,충청남도 태안군 근흥면 가의도리 산42,2727만4500원,1909만2000원,#유찰1회#맹지,전,1501평,view 25,경매,False
서산지원,2022타경55796[1],D-55,충청남도 당진시 송악읍 월곡리 57-1,4억1853만5000원,2억508만3000원,#유찰2회#농지취득자격증명,답,644평,view 24,경매,False
서산지원,2023타경373[1],D-55,충청남도 당진시 송악읍 반촌리 467-5,6억8098만2000원,3억3368만1000원,#유찰2회#농지취득자격증명,전,1697평,view 22,경매,False
서산지원,2023타경694[1],D-55,충청남도 태안군 근흥면 용신리 345-6,1억9352만3000원,1억3546만6000원,#유찰1회#맹지,임야,802평,view 21,경매,False
서산지원,2023타경51555[1],D-55,충청남도 당진시 송악읍 가학리 341-1,1251만3000원,875만9000원,#유찰1회,전,39평,view 20,경매,False
서산지원,2023타경52169[1],D-55,"충청남도 태안군 태안읍 능샘4길 32, 3층303호 (보령주택)",6200만원,4340만원,#유찰1회,연립,25평,view 20,경매,False
서산지원,2023타경731[2],D-55,충청남도 당진시 정미면 대조리 191-7,3억8067만원,2억6646만9000원,#유찰1회#분묘기지권#농지취득자격증명,전,4719평,view 19,경매,False
서산지원,2023타경51197[1],D-55,충청남도 태안군 이원면 관리 산51-3,3억3058만원,2억3140만6000원,#유찰1회#분묘기지권#맹지,임야,5000평,view 17,경매,False
서산지원,2023타경953[1],D-55,충청남도 당진시 석문면 삼봉리 992-4,2억7716만원,1억9401만2000원,#유찰1회#농지취득자격증명#맹지,답,645평,view 16,경매,False
서산지원,2023타경731[1],D-55,충청남도 당진시 정미면 대조리 189,5억388만5000원,3억5272만원,#유찰1회#법정지상권#농지취득자격증명,전,3851평,view 15,경매,False
서산지원,2023타경1017[1],D-55,충청남도 당진시 송악읍 정곡리 28-30,9307만원,6514만9000원,#유찰1회#농지취득자격증명#맹지,답,344평,view 14,경매,False
서산지원,2023타경50705[1],D-55,충청남도 당진시 송악읍 가학리 207-6,2423만6000원,1696만5000원,#유찰1회#형식적경매#맹지,임야,89평,view 13,경매,False
서산지원,2023타경199[1],D-55,충청남도 서산시 팔봉면 진장리 761,9억394만6500원,6억3276만3000원,#유찰1회#농지취득자격증명,답,5338평,view 12,경매,False
서산지원,2023타경50958[1],D-55,"충청남도 당진시 송산로 270-26, 3층302호",1억7700만원,1억2390만원,#유찰1회,다세대,17평,view 12,경매,False
서산지원,2023타경816[1],D-55,충청남도 당진시 송악읍 부곡리 382,15억6233만3000원,10억9363만3000원,#유찰1회#농지취득자격증명,답,2138평,view 10,경매,False
서산지원,2023타경1291[1],D-55,충청남도 태안군 원북면 신두리 1230-2,4억7678만2000원,3억3374만7000원,#유찰1회#농지취득자격증명,전,611평,view 10,경매,False
서산지원,2023타경878[1],D-55,충청남도 당진시 신평면 금천리 1022,1억1159만2000원,7811만4000원,#유찰1회#농지취득자격증명#맹지,전,291평,view 9,경매,False
서산지원,2023타경50712[1],D-55,충청남도 당진시 신평면 거산리 315-7,11억7500만8000원,8억2250만6000원,#유찰1회#분묘기지권#농지취득자격증명,전,2824평,view 9,경매,False
서산지원,2023타경50422[1],D-55,충청남도 당진시 대호지면 적서리 720,1792만원,1254만4000원,#유찰1회#농지취득자격증명#맹지,답,271평,view 6,경매,False
평택지원,2022타경43215[1],D-54,"경기도 평택시 지산로6번길 48, 2동 4층401호 (지산동,지산동주상복합)",2억500만원,827만3000원,#유찰9회#선순위임차인,다세대,19평,view 2.9k,경매,False
평택지원,2022타경46931[1],D-54,"경기도 평택시 특구로5번길 63, 지하층1호",4100만원,1406만3000원,#유찰3회#재매각#선순위임차인#특별매각조건,다세대,14평,view 1.2k,경매,False
군산지원,2022타경3231[1],D-54,"전라북도 군산시 궁포1로 24-5, 3층301호",6억200만원,2억648만6000원,#유찰3회,상가,136평,view 452,경매,False
군산지원,2022타경1440[1],D-54,전라북도 군산시 임피면 서황길 59,2억6665만3800원,9146만3000원,#유찰3회#농지취득자격증명,다가구,118평,view 312,경매,False
평택지원,2023타경444[1],D-54,경기도 평택시 통복로 65,1억4230만8400원,6973만1000원,#유찰2회#지분매각#선순위임차인,단독주택,4평,view 308,경매,False
목포지원,2022타경52045[1],D-54,전라남도 함평군 대동면 금곡리 436-2,3675만6000원,1646만6000원,#유찰3회#재매각#농지취득자격증명,전,309평,view 236,경매,False
군산지원,2023타경20950[1],D-54,"전라북도 익산시 약촌로 228, 105동 7층708호 (영등동,동신아파트)",1억8900만원,6482만7000원,#유찰3회#선순위임차인#임차권등기,아파트,26평,view 201,경매,False
군산지원,2022타경24924[1],D-54,전라북도 군산시 진포2길 70-2,1406만520원,482만2000원,#유찰3회#지분매각,단독주택,4평,view 157,경매,False
평택지원,2022타경560[1],D-54,경기도 평택시 팽성읍 두리길 77-13,12억5599만5720원,6억1543만8000원,#유찰2회#법정지상권,단독주택,69평,view 105,경매,False
군산지원,2023타경20516[1],D-54,전라북도 익산시 석왕동 452-2,4614만4000원,1582만8000원,#유찰3회#농지취득자격증명,전,219평,view 100,경매,False
평택지원,2023타경383[1],D-54,"경기도 평택시 오좌동길 83, 5-1동 3층301호 (독곡동,더클래스5더클래스)",2억2600만원,1억1074만원,#유찰2회,다세대,20평,view 99,경매,False
평택지원,2023타경40510[1],D-54,경기도 평택시 팽성읍 팽성서로 42-111,43억3312만5900원,14억8626만2000원,#유찰3회,상가,671평,view 97,경매,False
평택지원,2023타경40350[1],D-54,경기도 평택시 현덕면 권관리 산13-14,8억3032만3000원,4억685만8000원,#유찰2회#분묘기지권,임야,840평,view 94,경매,False
평택지원,2023타경42202[1],D-54,경기도 안성시 사곡길 62,1억2721만9900원,8905만4000원,#유찰1회,단독주택,27평,view 92,경매,False
평택지원,2022타경3200[1],D-54,"경기도 평택시 포승읍 평택항로 184번길3-24, 10층1006호 (평택하버라마다앙코르호텔)",1억8100만원,4345만8000원,#유찰4회,숙박시설,8평,view 89,경매,False
평택지원,2023타경43106[1],D-54,경기도 평택시 오성면 오성서로 250-2 (주건축물제1동),6억8264만3500원,4억7785만원,#유찰1회#토지지분,단독주택,85평,view 86,경매,False
군산지원,2022타경3781[1],D-54,전라북도 익산시 함열읍 와리 170,160만4700원,55만원,#유찰3회#지분매각,답,988평,view 80,경매,False
군산지원,2022타경3194[1],D-54,전라북도 군산시 개정동 353-6,3603만6000원,2522만5000원,#유찰3회#농지취득자격증명,답,70평,view 78,경매,False
평택지원,2023타경41506[2],D-54,경기도 평택시 현덕면 방축리 365-1,3억5105만2000원,1억7201만5000원,#유찰2회#농지취득자격증명,답,618평,view 71,경매,False
평택지원,2018타경6226[1],D-54,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 지하1층비102호,26억9300만원,9억2369만9000원,#유찰3회,숙박시설,386평,view 69,경매,False
평택지원,2022타경47576[1],D-54,"경기도 평택시 포승읍 평택항로184번길 3-10, 12층1218호 (평택라마다앙코르호텔)",1억8100만원,3042만1000원,#유찰5회,숙박시설,7평,view 66,경매,False
군산지원,2022타경23716[1],D-54,"전라북도 익산시 중앙로5길 17, 1동 제1층 103호",2억8200만원,4739만6000원,#유찰5회,단지내상가,17평,view 65,경매,False
평택지원,2018타경6226[2],D-54,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 7층704호,1억1700만원,4013만1000원,#유찰3회,숙박시설,16평,view 59,경매,False
평택지원,2023타경42394[1],D-54,"경기도 안성시 대덕면 서동대로 4725, 111동 8층806호 (안성롯데캐슬)",2억3000만원,1억6100만원,#유찰1회,아파트,19평,view 57,경매,False
평택지원,2023타경40817[1],D-54,경기도 평택시 청북읍 옥길리 169-7,1억1898만4800원,5830만2000원,#유찰2회#지분매각#맹지,임야,300평,view 56,경매,False
평택지원,2023타경666[1],D-54,경기도 안성시 죽산면 칠장리 산82-13,2억7757만6320원,1억3601만2000원,#유찰2회#지분매각#맹지,임야,4998평,view 55,경매,False
군산지원,2022타경23716[2],D-54,"전라북도 익산시 중앙로5길 17, 1동 제1층 104호",3억5600만원,5983만3000원,#유찰5회,단지내상가,22평,view 53,경매,False
군산지원,2022타경26609[1],D-54,"전라북도 군산시 해망로 354, 3층301호",11억8200만원,4억542만6000원,#유찰3회,상가,529평,view 52,경매,False
평택지원,2022타경49732[1],D-54,경기도 평택시 청북읍 토진리 424-43,2억4448만6000원,1억1979만8000원,#유찰2회#선순위임차인#법정지상권#농지취득자격증명,임야,258평,view 51,경매,False
군산지원,2022타경26203[1],D-54,전라북도 익산시 황등면 죽촌리 1010-42,858만원,294만3000원,#유찰3회#분묘기지권#농지취득자격증명,답,100평,view 50,경매,False
평택지원,2018타경6226[3],D-54,경기도 안성시 양성면 산정리 163-21 레이크힐스골프텔안성 7층705호,1억1700만원,4013만1000원,#유찰3회,숙박시설,16평,view 48,경매,False
평택지원,2023타경41506[1],D-54,경기도 평택시 현덕면 방축리 304-1,5억3050만2000원,2억5994만6000원,#유찰2회#농지취득자격증명,답,915평,view 45,경매,False
군산지원,2023타경21007[1],D-54,"전라북도 익산시 중앙로5길 17, 1동 8층819호 (창인동1가,익산역시그니처-에스주상복합)",1억4660만원,5028만4000원,#유찰3회#선순위임차인#임차권등기,아파트,12평,view 39,경매,False
군산지원,2022타경25408[1],D-54,전라북도 익산시 웅포면 제성리 820-1,3693만2000원,2585만2000원,#유찰1회#농지취득자격증명,전,399평,view 35,경매,False
군산지원,2023타경680[1],D-54,전라북도 익산시 학곤로4길 29-1,5억7352만2050원,4억146만5000원,#유찰1회,공장,198평,view 34,경매,False
군산지원,2023타경789[1],D-54,"전라북도 익산시 궁동로 129, 902동 11층1104호 (부송동,부송주공9단지)",1억6800만원,1억1760만원,#유찰1회#선순위임차인,아파트,19평,view 31,경매,False
평택지원,2023타경1645[4],D-54,경기도 평택시 오성면 길음리 482,4735만7000원,3315만원,#유찰1회#농지취득자격증명,답,202평,view 29,경매,False
군산지원,2022타경26555[7],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 402호",8300만원,2846만9000원,#유찰3회,다세대,23평,view 29,경매,False
군산지원,2023타경22277[1],D-54,"전라북도 익산시 익산대로17길 16, 102동 1층107호 (모현동1가,현대아파트)",1억3240만원,9268만원,#유찰1회,아파트,26평,view 28,경매,False
군산지원,2022타경26555[5],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 101호",5500만원,1886만5000원,#유찰3회,다세대,23평,view 27,경매,False
군산지원,2023타경1188[1],D-54,"전라북도 군산시 풍전6길 16, 102동 3층307호 (소룡동,신도시아파트)",4400만원,3080만원,#유찰1회,아파트,14평,view 26,경매,False
군산지원,2022타경3781[6],D-54,전라북도 익산시 함열읍 남당리 610-56,3052만5000원,1047만1000원,#유찰3회,전,50평,view 24,경매,False
평택지원,2023타경42745[1],D-54,경기도 평택시 안중읍 금곡리 206-15,37억2833만1000원,26억983만2000원,#유찰1회,창고,91평,view 23,경매,False
군산지원,2022타경3781[2],D-54,전라북도 익산시 함열읍 와리 183,1982만2000원,679만9000원,#유찰3회,답,33평,view 22,경매,False
군산지원,2023타경1089[1],D-54,전라북도 군산시 미장동 551-9,7억8458만5200원,5억4921만원,#유찰1회,대지,111평,view 21,경매,False
군산지원,2023타경21618[1],D-54,"전라북도 군산시 백릉로 162, 1동 13층 1307호 (조촌동,삼성아파트)",1억5500만원,1억850만원,#유찰1회,아파트,26평,view 19,경매,False
군산지원,2022타경26555[1],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 102호",7900만원,2709만7000원,#유찰3회#임차권등기,다세대,23평,view 18,경매,False
군산지원,2022타경3781[4],D-54,전라북도 익산시 함열읍 와리 300-14,2442만원,837만6000원,#유찰3회,답,50평,view 16,경매,False
평택지원,2023타경1645[2],D-54,경기도 평택시 오성면 길음리 122-1,6억7716만5000원,4억7401만6000원,#유찰1회#농지취득자격증명,답,1975평,view 15,경매,False
평택지원,2023타경43021[1],D-54,"경기도 평택시 관광특구로 9, 7층702호 (서정동,화신노블레스3)",2억3400만원,1억6380만원,#유찰1회,오피스텔(사무),22평,view 15,경매,False
평택지원,2023타경1010[1],D-54,"경기도 평택시 포승읍 여술로 7, 9층920호 (스마트빌듀오2차)",5200만원,3640만원,#유찰1회,오피스텔(사무),8평,view 13,경매,False
군산지원,2023타경20004[1],D-54,전라북도 군산시 쌍천로 82-13(개정동),2억4328만2900원,1억7029만8000원,#유찰1회#건물만매각#선순위임차인,교육시설,251평,view 13,경매,False
평택지원,2023타경1645[3],D-54,경기도 평택시 오성면 길음리 142-4,5억2187만2000원,3억6531만원,#유찰1회#농지취득자격증명,답,1518평,view 9,경매,False
군산지원,2023타경888[1],D-54,전라북도 군산시 산북동 636-2,1억7255만9000원,1억2079만1000원,#유찰1회#지분매각#농지취득자격증명,답,607평,view 9,경매,False
군산지원,2022타경26555[2],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 401호",8300만원,2846만9000원,#유찰3회,다세대,23평,view 8,경매,False
군산지원,2023타경21564[2],D-54,전라북도 익산시 황등면 신성리 75-22,405만원,283만5000원,#유찰1회#농지취득자격증명,전,41평,view 8,경매,False
군산지원,2022타경26555[4],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 202호",8800만원,3018만4000원,#유찰3회,다세대,23평,view 7,경매,False
군산지원,2023타경21564[3],D-54,전라북도 익산시 황등면 신성리 112-9,2474만4000원,1732만1000원,#유찰1회#농지취득자격증명,답,312평,view 7,경매,False
군산지원,2022타경26555[3],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 302호",8800만원,3018만4000원,#유찰3회,다세대,23평,view 6,경매,False
군산지원,2022타경26555[6],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 301호",8800만원,3018만4000원,#유찰3회,다세대,23평,view 6,경매,False
군산지원,2022타경26555[8],D-54,"전라북도 익산시 춘포면 춘포원오산1길 1, 201호",8800만원,3018만4000원,#유찰3회,다세대,23평,view 6,경매,False
군산지원,2023타경1638[1],D-54,전라북도 군산시 서수면 관원리 산20-1,3686만9000원,2580만8000원,#유찰1회#분묘기지권,임야,487평,view 6,경매,False
군산지원,2023타경21564[1],D-54,전라북도 익산시 황등면 신성리 75-2,261만원,182만7000원,#유찰1회#농지취득자격증명,전,27평,view 4,경매,False
군산지원,2023타경21816[1],D-54,전라북도 군산시 서수면 관원리 산40,2619만2187원,1833만5000원,#유찰1회#지분매각,임야,570평,view 4,경매,False
군산지원,2023타경1683[1],D-54,전라북도 군산시 서수면 마룡리 853-1,1억2067만2000원,8447만원,#유찰1회#농지취득자격증명,답,507평,view 2,경매,False
서울남부지법,2021타경106972[1],D-49,"서울특별시 구로구 중앙로 87-9, 제2층 제203호 (고척동, 소담밸리)",2억2600만원,1억4464만원,#유찰11회#재매각#선순위임차인#유치권#임차권등기,다세대,15평,view 1.2k,경매,False
광주지법,2023타경1324[1],D-49,전라남도 나주시 다시면 월태리 587-29 다시탑클래스아파트 1동 4층401호,1억5500만원,8680만원,#유찰2회,아파트,23평,view 69,경매,False
광주지법,2022타경77287[1],D-49,전라남도 나주시 산포면 신도산단길 51-54 (주1동),23억3470만9800원,13억743만8000원,#유찰2회,공장,407평,view 67,경매,False
서울중앙지법,2022타경112541[1],D-48,"서울특별시 관악구 남부순환로260길 64, 3층302호 (남현동,진영씨티파크아파트)",3억4900만원,1억1436만원,#유찰5회#선순위임차인,아파트,15평,view 1.3k,경매,False
서울중앙지법,2022타경106669[1],D-48,"서울특별시 관악구 국회단지10길 12, 3층301호 (봉천동,신안온누리)",2억7300만원,2931만4000원,#유찰10회#선순위임차인#임차권등기,다세대,11평,view 915,경매,False
제주지법,2022타경2157[1],D-48,제주특별자치도 제주시 애월읍 신상로 256-2 (씨동),3억9590만5440원,2억7713만4000원,#유찰1회#토지지분#선순위임차인,단독주택,57평,view 358,경매,False
서울중앙지법,2023타경2207[1],D-48,"서울특별시 강남구 테헤란로64길 8, 14층1408호 (대치동,선릉역롯데골드로즈오피스텔)",2억1900만원,1억7520만원,#유찰1회#선순위임차인,오피스텔(주거),11평,view 200,경매,False
서울중앙지법,2023타경106093[1],D-48,"서울특별시 중구 마른내로 72, 6층613호",5900만원,4720만원,#유찰1회#지분매각,아파트,4평,view 135,경매,False
평택지원,2020타경43488[93],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 210동 12층1201호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 78,경매,False
광주지법,2022타경7806[1],D-48,"전라남도 나주시 그린로 363, 1동 5층501호 (빛가람동,혁신도시케이디타워)",6억1000만원,2억1862만4000원,#유찰4회,상가,117평,view 66,경매,False
평택지원,2020타경43488[111],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 205동 12층1202호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 51,경매,False
평택지원,2020타경43488[110],D-48,"경기도 안성시 서운로 791-10, 204동 6층604호 (중리동,안성중리2차동광아파트)",1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 42,경매,False
평택지원,2020타경43488[112],D-48,"경기도 안성시 서운로 791-10, 204동 1층102호 (중리동,안성중리2차동광아파트)",1억5100만원,1억570만원,#유찰1회#임차권등기,아파트,26평,view 37,경매,False
제주지법,2022타경22946[1],D-48,제주특별자치도 서귀포시 대정읍 인성리 74-4,9억6327만6000원,4억7200만5000원,#유찰2회#농지취득자격증명#맹지,전,1262평,view 37,경매,False
평택지원,2020타경43488[94],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 207동 12층1202호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 35,경매,False
평택지원,2020타경43488[91],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 208동 4층402호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 34,경매,False
평택지원,2020타경43488[92],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 206동 1층102호,1억4600만원,1억220만원,#유찰1회#임차권등기,아파트,26평,view 32,경매,False
평택지원,2020타경43488[99],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 205동 13층1302호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 29,경매,False
평택지원,2020타경43488[101],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 207동 10층1003호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 29,경매,False
서울중앙지법,2023타경106420[1],D-48,"서울특별시 동작구 성대로6나길 13, 2층201호 (상도동,승원주택)",3억5000만원,2억8000만원,#유찰1회#선순위임차인,다세대,9평,view 27,경매,False
평택지원,2020타경43488[96],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 201동 11층1101호,1억6800만원,1억1760만원,#유찰1회#임차권등기,아파트,26평,view 27,경매,False
평택지원,2020타경43488[105],D-48,경기도 안성시 중리동 618 안성중리2차동광아파트 206동 7층702호,1억6300만원,1억1410만원,#유찰1회#임차권등기,아파트,26평,view 27,경매,False
