법원명,사건번호,매각기일,주소,감정가,최저가,태그,주거형태,건물평수,조회수,경매/공매,임대여부
천안지원,2023타경1363[1],D-33,충청남도 아산시 신창면 서부북로 595,2억5281만6000원,1억7697만1000원,#유찰1회#선순위임차인,상가,43평,view 41,경매,False
평택지원,2023타경40015[1],D-33,경기도 평택시 현덕면 화양리 709,462만원,323만4000원,#유찰1회#지분매각#농지취득자격증명#맹지,답,5평,view 40,경매,False
포항지원,2023타경30530[1],D-33,경상북도 포항시 북구 흥해읍 금장리 산46-6,1억3389만3000원,6560만8000원,#유찰2회#형식적경매,임야,1501평,view 40,경매,False
통영지원,2021타경29087[1],D-33,"경상남도 거제시 고현로 108, 지하층",3500만원,2800만원,#유찰1회#지분매각,상가,14평,view 40,경매,False
통영지원,2022타경25884[1],D-33,"경상남도 거제시 연초면 소오비1길 31-11, 2층204호 (파인리치빌)",1억2200만원,4997만1000원,#유찰4회,연립,23평,view 40,경매,False
밀양지원,2022타경1225[1],D-33,경상남도 밀양시 상동면 가곡리 253,2534만4000원,1038만1000원,#유찰4회#분묘기지권#농지취득자격증명#맹지,답,80평,view 40,경매,False
원주지원,2022타경503483[2],D-33,강원도 원주시 지정면 판대리 산47-30,1604만2000원,786만원,#유찰2회#분묘기지권,임야,187평,view 39,경매,False
충주지원,2022타경2052[1],D-33,충청북도 음성군 생극면 송곡리 316,7718만2000원,3951만8000원,#유찰3회#농지취득자격증명#맹지,답,631평,view 39,경매,False
통영지원,2022타경4795[1],D-33,경상남도 거제시 장목면 외포리 산245,5937만4500원,3800만원,#유찰2회#분묘기지권,임야,2603평,view 39,경매,False
통영지원,2022타경26276[1],D-33,경상남도 거제시 동부면 구천5길 23-1,1억1768만6200원,9414만9000원,#유찰1회#법정지상권#맹지,단독주택,33평,view 39,경매,False
통영지원,2022타경27330[1],D-33,"경상남도 거제시 상동7길 30, 123동 3층302호 (상동동,대동다숲아파트)",2억3100만원,1억4784만원,#유찰2회,아파트,36평,view 39,경매,False
통영지원,2023타경59[1],D-33,"경상남도 거제시 거제중앙로13길 31-1, 6층604호 (고현동,성내아파트)",5800만원,3712만원,#유찰2회,아파트,15평,view 39,경매,False
밀양지원,2022타경1225[2],D-33,경상남도 밀양시 상동면 가곡리 256-2,1억3753만2000원,5633만4000원,#유찰4회#분묘기지권#농지취득자격증명#맹지,전,353평,view 39,경매,False
전주지법,2022타경3283[2],D-33,"전라북도 전주시 덕진구 백제대로 563-3, 2동 지하1층비101호 (금암동,코앞)",2억9300만원,5434만원,#유찰5회#위반건축물,상가,69평,view 39,경매,False
평택지원,2022타경2757[6],D-33,경기도 평택시 포승읍 신영리 262-7,1549만3500원,1084만5000원,#유찰1회#지분매각#분묘기지권#맹지,임야,15평,view 38,경매,False
통영지원,2017타경10154[8],D-33,"경상남도 거제시 연초면 죽토로 27-5, 2층203호",1억2800만원,3073만3000원,#유찰4회#재매각#대지권미등기,오피스텔(주거),16평,view 38,경매,False
통영지원,2022타경1871[1],D-33,경상남도 통영시 욕지면 동항리 22-1,4억5092만3210원,3억6073만9000원,#유찰1회#재매각#법정지상권#분묘기지권#농지취득자격증명#맹지,전,12146평,view 38,경매,False
전주지법,2022타경2211[3],D-33,전라북도 김제시 하동 21,1364만7600원,468만1000원,#유찰3회#농지취득자격증명,답,135평,view 38,경매,False
군산지원,2022타경2474[1],D-33,"전라북도 군산시 삼학5길 23, 2층201호",6700만원,3283만원,#유찰2회,오피스텔(주거),16평,view 38,경매,False
평택지원,2022타경43758[1],D-33,경기도 평택시 포승읍 도곡리 744-24,17억4858만원,12억2400만6000원,#유찰1회#형식적경매,대지,351평,view 37,경매,False
포항지원,2023타경751[1],D-33,경상북도 포항시 남구 연일읍 유강길17번길 16-2,10억231만8000원,7억162만3000원,#유찰1회,교육시설,188평,view 37,경매,False
통영지원,2023타경20985[1],D-33,경상남도 거제시 사등면 창호리 1761-2,2억50만8000원,1억2832만5000원,#유찰2회#농지취득자격증명,전,619평,view 37,경매,False
밀양지원,2020타경2903[3],D-33,경상남도 밀양시 삼랑진읍 안태리 673-7,5356만8000원,2742만6000원,#유찰3회#농지취득자격증명,전,88평,view 37,경매,False
밀양지원,2022타경1447[1],D-33,경상남도 창녕군 길곡면 오호리 1395,5816만4600원,2978만1000원,#유찰3회#분묘기지권#맹지,묘지,556평,view 37,경매,False
순천지원,2022타경58223[1],D-33,전라남도 고흥군 대서면 화산리 산159-1,3705만5200원,2593만9000원,#유찰1회#맹지,임야,2500평,view 37,경매,False
군산지원,2022타경3613[1],D-33,"전라북도 익산시 목천로 346, 19층1902호 (동산동,우남남부아파트)",1억3500만원,9450만원,#유찰1회,아파트,26평,view 37,경매,False
군산지원,2022타경24290[1],D-33,전라북도 익산시 신용동 86-6,2936만8910원,50만2670원,#유찰1회#지분매각#선순위임차인,대지,74평,view 37,경매,False
원주지원,2022타경2768[1],D-33,강원도 원주시 흥업면 흥업리 1830-4,10억2781만8000원,7억1947만3000원,#유찰1회,대지,179평,view 36,경매,False
부산동부지원,2023타경1215[1],D-33,"부산광역시 기장군 정관읍 정관3로 23, 210동 1층105호 (정관동일스위트2차)",2억6500만원,2억1200만원,#유찰1회,아파트,26평,view 36,경매,False
부산동부지원,2023타경100099[1],D-33,"부산광역시 기장군 기장읍 차성동로172번길 15, 103동 4층403호 (부전타워)",1억7500만원,1억4000만원,#유찰1회,아파트,26평,view 36,경매,False
통영지원,2022타경23499[1],D-33,경상남도 거제시 아주동 389,3700만원,1894만4000원,#유찰3회#지분매각#법정지상권,대지,9평,view 36,경매,False
통영지원,2022타경24690[1],D-33,경상남도 거제시 하청면 하청리 산86-7,7억7652만원,4억9697만3000원,#유찰2회#법정지상권,임야,2175평,view 36,경매,False
통영지원,2022타경27422[1],D-33,"경상남도 거제시 장평로6길 13, 1동 11층1105호 (장평동,장평성원임대아파트)",6900만원,4416만원,#유찰2회,아파트,12평,view 36,경매,False
목포지원,2021타경405[14],D-33,"전라남도 무안군 삼향읍 남악3로82번길 17, 5층501호 (태광프라자)",17억6000만원,9억8560만원,#유찰2회,상가,226평,view 36,경매,False
성남지원,2022타경61828[2],D-33,"경기도 성남시 중원구 광명로 45, 1층101호 (성남동,동운빌딩)",10억7900만원,7억5530만원,#유찰1회#지분매각#형식적경매,상가,33평,view 35,경매,False
평택지원,2022타경2757[5],D-33,경기도 평택시 포승읍 희곡리 산54-14,433만9500원,303만8000원,#유찰1회#지분매각#분묘기지권#맹지,임야,5평,view 35,경매,False
평택지원,2022타경3798[1],D-33,경기도 평택시 포승읍 신영리 산173-23,2979만9000원,2085만9000원,#유찰1회#지분매각#분묘기지권#맹지,임야,30평,view 35,경매,False
춘천지법,2023타경50409[1],D-33,강원도 춘천시 동산면 종자리로 303-5,2016만원,1411만2000원,#유찰1회#건물만매각#법정지상권,단독주택,35평,view 35,경매,False
통영지원,2021타경28886[1],D-33,경상남도 거제시 옥포동 1253,2억5297만2000원,1억361만8000원,#유찰4회#법정지상권#농지취득자격증명#맹지,답,860평,view 35,경매,False
통영지원,2023타경301[1],D-33,경상남도 통영시 북신로 29-7,5억3057만7200원,3억3957만원,#유찰2회#선순위임차인#임차권등기,상가,127평,view 35,경매,False
목포지원,2022타경56023[1],D-33,"전라남도 영암군 삼호읍 신항로 63-7, 204동 1층107호 (현대삼호2차아파트)",5100만원,3570만원,#유찰1회,아파트,19평,view 35,경매,False
순천지원,2022타경59189[1],D-33,"전라남도 광양시 진등5길 1, 101동 1층102호 (마동,광양마동자연애)",2억1200만원,1억4840만원,#유찰1회,아파트,23평,view 35,경매,False
해남지원,2022타경2735[1],D-33,전라남도 진도군 고군면 금계리 39-45,8812만3400원,4934만9000원,#유찰2회#법정지상권,대지,321평,view 35,경매,False
전주지법,2023타경30800[3],D-33,"전라북도 전주시 완산구 비아길 10, 1층104호",1억4500만원,7105만원,#유찰2회,연립,25평,view 35,경매,False
통영지원,2017타경10154[17],D-33,"경상남도 거제시 연초면 죽토로 27-5, 4층404호",1억2800만원,3073만3000원,#유찰4회#재매각#대지권미등기,오피스텔(주거),16평,view 34,경매,False
통영지원,2021타경26118[1],D-33,경상남도 고성군 마암면 신리 404-1,9억2040만6000원,5억1542만7000원,#유찰2회#분묘기지권#농지취득자격증명,전,2944평,view 34,경매,False
밀양지원,2022타경598[1],D-33,경상남도 창녕군 영산면 성내리 66,406만2740원,133만1000원,#유찰5회#지분매각#분묘기지권#농지취득자격증명#맹지,전,21평,view 34,경매,False
전주지법,2023타경33830[1],D-33,"전라북도 완주군 삼례읍 왕궁로 56, 102동 1층101호 (삼례주공아파트)",4700만원,3290만원,#유찰1회,아파트,15평,view 34,경매,False
천안지원,2023타경101690[1],D-33,충청남도 아산시 방축동 111-18,1억3923만9000원,9746만7000원,#유찰1회,도로,58평,view 33,경매,False
포항지원,2023타경30448[1],D-33,경상북도 포항시 북구 흥해읍 이인리 산161-49,6789만4000원,3326만8000원,#유찰2회#맹지,임야,51평,view 33,경매,False
통영지원,2022타경3600[1],D-33,경상남도 거제시 옥포동 541-2,31억846만6200원,12억7322만7000원,#유찰4회,대지,362평,view 33,경매,False
통영지원,2022타경5026[1],D-33,경상남도 거제시 둔덕면 죽전길 202-8,9억3140만9560원,4억7688만2000원,#유찰3회#농지취득자격증명,기타건물,617평,view 33,경매,False
통영지원,2022타경26207[1],D-33,"경상남도 통영시 봉수로 86, 9동 5층503호 (봉평동,주공아파트)",6600만원,4224만원,#유찰2회,아파트,13평,view 33,경매,False
목포지원,2022타경56160[1],D-33,"전라남도 무안군 삼향읍 남악3로 74, 5층503호 (유풍프라자)",2억6200만원,1억4672만원,#유찰2회,상가,36평,view 33,경매,False
순천지원,2023타경51052[1],D-33,"전라남도 광양시 눈소4길 65, 103동 3층304호 (마동,광양중마우림필유아파트)",1억9800만원,1억3860만원,#유찰1회,아파트,26평,view 33,경매,False
전주지법,2023타경32318[1],D-33,전라북도 완주군 상관면 용암리 산17-2,9143만9700원,6400만8000원,#유찰1회#분묘기지권#형식적경매#맹지,임야,22860평,view 33,경매,False
군산지원,2022타경25996[1],D-33,전라북도 익산시 오산면 오산로 74 (제1동),2억263만7000원,1억4184만6000원,#유찰1회,상가,95평,view 33,경매,False
천안지원,2022타경109864[3],D-33,충청남도 천안시 동남구 동면 구도리 113,2억1406만4000원,1억4103만원,#유찰2회#형식적경매#농지취득자격증명,답,953평,view 32,경매,False
포항지원,2023타경31137[1],D-33,"경상북도 포항시 북구 삼호로501번길 2-7, 1층 102호 (환호동,환호빌라)",3500만원,2450만원,#유찰1회,다세대,15평,view 32,경매,False
통영지원,2023타경202[1],D-33,경상남도 거제시 옥포대첩로2길 33-8,6억4691만4750원,4억1402만6000원,#유찰2회#선순위임차인,상가,136평,view 32,경매,False
목포지원,2022타경2729[2],D-33,전라남도 무안군 운남면 내리 1080,9억2619만8000원,5억9276만6000원,#유찰2회#농지취득자격증명,전,4554평,view 32,경매,False
춘천지법,2023타경268[1],D-33,강원도 홍천군 화촌면 굴운리 산119-19,8909만7900원,6236만9000원,#유찰1회#분묘기지권#형식적경매,임야,5735평,view 31,경매,False
통영지원,2022타경3587[1],D-33,"경상남도 통영시 북신시장1길 63-7, 지하층4호 (북신동,거북아파트)",7100만원,4544만원,#유찰2회,단지내상가,18평,view 31,경매,False
통영지원,2022타경3860[2],D-33,경상남도 통영시 용남면 원평리 177,3억4149만2000원,1억7484만4000원,#유찰3회#분묘기지권#맹지,전,438평,view 31,경매,False
통영지원,2022타경4467[1],D-33,경상남도 고성군 대가면 암전리 147-1,3억8444만9000원,1억9683만8000원,#유찰3회#농지취득자격증명#맹지,답,2477평,view 31,경매,False
통영지원,2022타경26986[1],D-33,경상남도 고성군 구만면 화림리 1401,3589만2000원,1470만2000원,#유찰4회#농지취득자격증명,답,199평,view 31,경매,False
통영지원,2022타경27323[1],D-33,"경상남도 고성군 고성읍 동외로168번길 99, 105동 13층1304호 (디에스아이존빌2차)",2억4000만원,1억9200만원,#유찰1회,아파트,25평,view 31,경매,False
목포지원,2022타경54195[1],D-33,전라남도 영암군 금정면 연소리 242,1069만2000원,598만7000원,#유찰2회#농지취득자격증명#맹지,전,294평,view 31,경매,False
평택지원,2022타경2757[4],D-33,경기도 평택시 포승읍 희곡리 산7-2,2650만2300원,1855만2000원,#유찰1회#지분매각#분묘기지권#맹지,임야,31평,view 30,경매,False
평택지원,2023타경291[1],D-33,경기도 평택시 현덕면 신왕리 170-33,20억2213만5000원,14억1549만5000원,#유찰1회,임야,1312평,view 30,경매,False
원주지원,2022타경503483[3],D-33,강원도 원주시 지정면 판대리 산47-48,1005만원,492만5000원,#유찰2회#분묘기지권,임야,102평,view 30,경매,False
통영지원,2022타경25723[1],D-33,경상남도 고성군 동해면 양촌리 산55,6억3668만3600원,4억747만8000원,#유찰2회#분묘기지권#형식적경매#맹지,임야,10973평,view 30,경매,False
통영지원,2023타경127[1],D-33,"경상남도 거제시 연초면 소오비1길 78-1, 에이동 2호 (스카이빌전원주택)",3억200만원,1억9328만원,#유찰2회,다세대,38평,view 30,경매,False
밀양지원,2022타경1355[1],D-33,경상남도 밀양시 단장면 법흥리 416-4,1억935만원,5598만7000원,#유찰3회#법정지상권#분묘기지권#농지취득자격증명,답,227평,view 30,경매,False
전주지법,2023타경34376[1],D-33,전라북도 완주군 고산면 소향리 151,2032만8000원,996만1000원,#유찰1회#법정지상권,대지,51평,view 30,경매,False
서울동부지법,2022타경53676[1],D-33,"서울특별시 강동구 구천면로41길 19-5, 4층404호 (천호동,다솜마을)",2억6100만원,2억880만원,#유찰1회#선순위임차인#선순위가등기#임차권등기,다세대,9평,view 29,경매,False
강릉지원,2022타경33301[4],D-33,강원도 동해시 심곡동 461-2,4억9372만8000원,2억4192만7000원,#유찰2회#농지취득자격증명,답,1556평,view 29,경매,False
원주지원,2022타경2256[4],D-33,강원도 원주시 흥업면 매지리 산55-2,3억346만7000원,1억4869만9000원,#유찰2회#지분매각#분묘기지권,임야,2700평,view 29,경매,False
원주지원,2022타경504769[2],D-33,강원도 횡성군 갑천면 율동리 산27-5,8860만9500원,6202만7000원,#유찰1회#분묘기지권,임야,9243평,view 29,경매,False
포항지원,2022타경35101[5],D-33,경상북도 포항시 남구 대송면 대각리 505,6억9457만5000원,3억4034만2000원,#유찰3회#농지취득자격증명,답,667평,view 29,경매,False
통영지원,2022타경2331[1],D-33,경상남도 거제시 남부면 저구리 656,4억840만1100원,1억6728만2000원,#유찰4회#농지취득자격증명#맹지,전,789평,view 29,경매,False
통영지원,2022타경3952[1],D-33,"경상남도 거제시 사등면 성포로 124, 107동 2층201호 (미래미라지)",3억7000만원,2억3680만원,#유찰2회,상가,46평,view 29,경매,False
통영지원,2022타경28180[1],D-33,경상남도 거제시 사등면 사곡리 529-6,2억136만9200원,1억6109만5000원,#유찰1회#법정지상권,단독주택,30평,view 29,경매,False
목포지원,2022타경54850[2],D-33,전라남도 무안군 몽탄면 양장리 812,1860만원,1041만6000원,#유찰2회#분묘기지권#농지취득자격증명,전,481평,view 29,경매,False
군산지원,2022타경2474[4],D-33,"전라북도 군산시 삼학5길 25, 1동 3층301호",6800만원,3332만원,#유찰2회,오피스텔(주거),16평,view 29,경매,False
군산지원,2022타경25019[1],D-33,"전라북도 군산시 칠성7길 56, 101동 1층 101호 (산북동,하나리움시티)",1억3900만원,9730만원,#유찰1회,아파트,19평,view 29,경매,False
성남지원,2023타경50948[1],D-33,"경기도 성남시 중원구 성남대로 1136, 4층4129호 (성남동,니즈몰)",1300만원,637만원,#유찰2회#지분매각,상가,1평,view 28,경매,False
밀양지원,2018타경2122[32],D-33,"경상남도 창녕군 남지읍 남지중앙1길 10, 703동 2층205호 (남지덕진7차봄아파트)",9300만원,5952만원,#유찰2회#임차권등기,아파트,16평,view 28,경매,False
밀양지원,2022타경2006[1],D-33,경상남도 밀양시 초동면 금포리 577-3,8881만원,5683만8000원,#유찰2회#농지취득자격증명,과수원,270평,view 28,경매,False
목포지원,2022타경56160[3],D-33,"전라남도 무안군 삼향읍 남악3로 74, 5층505호 (유풍프라자)",1억2600만원,7056만원,#유찰2회,상가,18평,view 28,경매,False
순천지원,2023타경50158[1],D-33,"전라남도 여수시 좌수영로 435, 10동 2층202호 (둔덕동,둔덕아파트)",1억2300만원,8610만원,#유찰1회#선순위임차인,아파트,15평,view 28,경매,False
순천지원,2023타경50578[1],D-33,"전라남도 순천시 서문로 45, 2층203호 (저전동,로얄아파트)",1854만5000원,1298만2000원,#유찰1회#지분매각#선순위임차인,아파트,5평,view 28,경매,False
성남지원,2022타경61859[1],D-33,"경기도 광주시 초월읍 용수길 42-32, 103동 4층401호 (신영타운)",2억400만원,9996만원,#유찰2회#선순위임차인,다세대,19평,view 27,경매,False
충주지원,2022타경34288[1],D-33,"충청북도 충주시 용산로 33, 104동 15층 1501호 (용산동,영진보람아파트)",1억8500만원,1억4800만원,#유찰1회,아파트,26평,view 27,경매,False
통영지원,2022타경3952[2],D-33,"경상남도 거제시 사등면 성포로 124, 107동 3층301호 (미래미라지)",2억6000만원,1억6640만원,#유찰2회,상가,46평,view 27,경매,False
통영지원,2023타경21001[1],D-33,경상남도 거제시 양정동 517,2억1413만700원,1억3704만4000원,#유찰2회#지분매각#농지취득자격증명,답,112평,view 27,경매,False
목포지원,2021타경405[10],D-33,"전라남도 무안군 삼향읍 남악3로82번길 17, 2층205호 (태광프라자)",6억4600만원,3억6176만원,#유찰2회,상가,78평,view 27,경매,False
해남지원,2022타경52884[9],D-33,전라남도 완도군 고금면 세동리 1029,1144만원,512만5000원,#유찰3회#특별매각조건#농지취득자격증명,답,347평,view 27,경매,False
정읍지원,2023타경30011[1],D-33,전라북도 부안군 변산면 마포리 산83-1,8억1081만2000원,2억7810만9000원,#유찰3회,임야,2011평,view 27,경매,False
평택지원,2022타경4203[1],D-33,"경기도 평택시 신장로 24, 2층206호 (신장동,힐사이드2)",2억4400만원,1억7080만원,#유찰1회,오피스텔(사무),20평,view 26,경매,False
춘천지법,2022타경55018[1],D-33,강원도 춘천시 남면 추곡리 114-19,1824만9000원,1277만4000원,#유찰1회#지분매각#농지취득자격증명,전,70평,view 26,경매,False
원주지원,2022타경2614[1],D-33,"강원도 원주시 문막읍 세오름길 8, 2층201호",1억700만원,7490만원,#유찰1회#위반건축물,다세대,22평,view 26,경매,False
원주지원,2022타경504219[1],D-33,강원도 원주시 판부면 백운산길 23 (가동),7억1731만2400원,5억211만9000원,#유찰1회,상가,142평,view 26,경매,False
부산동부지원,2022타경108027[1],D-33,"부산광역시 남구 분포로 111, 109동 3층304호 (용호동,엘지메트로시티)",9억1000만원,7억2800만원,#유찰1회,아파트,44평,view 26,경매,False
통영지원,2021타경1881[1],D-33,"경상남도 통영시 광도면 죽림1로 4-43, 1동 5층505호 (리오죽림슈오피스텔)",1억3400만원,8576만원,#유찰2회#선순위임차인#선순위전세권,오피스텔(사무),18평,view 26,경매,False
통영지원,2022타경3495[1],D-33,경상남도 통영시 광도면 우동리 484-2,4645만2000원,2973만원,#유찰2회#농지취득자격증명,답,60평,view 26,경매,False
통영지원,2022타경4528[1],D-33,경상남도 통영시 도산면 도산일주로 1510-11,5억1047만4680원,4억838만원,#유찰1회,상가,91평,view 26,경매,False
목포지원,2022타경4510[1],D-33,전라남도 무안군 청계면 월선리 26,2991만2000원,1675만원,#유찰2회#분묘기지권#농지취득자격증명#맹지,전,377평,view 26,경매,False
순천지원,2023타경50752[1],D-33,전라남도 여수시 봉산동 801-1 제1동,10억3595만2270원,7억2516만7000원,#유찰1회,상가,126평,view 26,경매,False
전주지법,2023타경2577[1],D-33,"전라북도 무주군 무주읍 한수로 37-2, 1동 4층401호",7000만원,4900만원,#유찰1회,아파트,23평,view 26,경매,False
군산지원,2022타경22096[1],D-33,전라북도 익산시 망성면 신작리 152,2465만1000원,1207만9000원,#유찰2회#지분매각#분묘기지권#특별매각조건#농지취득자격증명,전,226평,view 26,경매,False
충주지원,2022타경2625[1],D-33,충청북도 충주시 거룡10길 10,4억408만3000원,3억2326만6000원,#유찰1회#임차권등기,다가구,60평,view 25,경매,False
통영지원,2022타경3020[1],D-33,경상남도 거제시 동부면 학동리 496,14억4240만원,7억3850만9000원,#유찰3회#분묘기지권#농지취득자격증명#맹지,답,707평,view 25,경매,False
통영지원,2023타경875[1],D-33,"경상남도 거제시 아주로 100-11, 201동 2층204호 (아주동,덕산아내프리미엄2차)",2억3200만원,1억8560만원,#유찰1회,아파트,26평,view 25,경매,False
통영지원,2023타경21193[1],D-33,경상남도 거제시 진목2길 38,4억7636만600원,3억8108만8000원,#유찰1회,단독주택,40평,view 25,경매,False
밀양지원,2022타경11680[1],D-33,경상남도 창녕군 유어면 선소리 392-1,7209만4000원,3691만2000원,#유찰3회#형식적경매,묘지,231평,view 25,경매,False
목포지원,2022타경3500[4],D-33,전라남도 신안군 하의면 후광리 304-6,92만4000원,41만4000원,#유찰3회#지분매각#특별매각조건#농지취득자격증명#맹지,전,67평,view 25,경매,False
목포지원,2022타경4695[1],D-33,전라남도 신안군 안좌면 대척리 399-3,3819만2000원,2673만4000원,#유찰1회#맹지,임야,723평,view 25,경매,False
전주지법,2022타경2211[4],D-33,전라북도 김제시 하동 23,890만5000원,305만5000원,#유찰3회#농지취득자격증명,답,83평,view 25,경매,False
천안지원,2023타경605[2],D-33,"충청남도 천안시 서북구 오성로 115, 1층119호 (두정동,프라지움9차)",9억4800만원,6억6360만원,#유찰1회,단지내상가,25평,view 24,경매,False
부산동부지원,2023타경100525[1],D-33,"부산광역시 기장군 기장읍 차성로436번길 46, 101동 8층805호 (기장유림노르웨이숲)",2억2600만원,1억8080만원,#유찰1회#선순위임차인,아파트,16평,view 24,경매,False
군산지원,2022타경3460[1],D-33,"전라북도 군산시 대야면 만자2길 4-12, 103동 4층401호 (금강빌리지)",1억6100만원,1억1270만원,#유찰1회,연립,26평,view 24,경매,False
성남지원,2023타경53817[1],D-33,경기도 광주시 광주대로 194,102억8850만4000원,72억195만3000원,#유찰1회#선순위임차인,사무실,64평,view 23,경매,False
부산동부지원,2023타경335[1],D-33,"부산광역시 기장군 기장읍 배산로8번길 51, 101동 4층413호 (이진테마빌)",1억3200만원,1억560만원,#유찰1회,아파트,18평,view 23,경매,False
통영지원,2022타경25471[1],D-33,경상남도 고성군 개천면 나선리 산117,9252만9000원,7402만3000원,#유찰1회#선순위가등기#형식적경매#맹지,임야,18660평,view 23,경매,False
통영지원,2023타경547[1],D-33,경상남도 통영시 광도면 죽림리 603-4,1억3919만1000원,8908만2000원,#유찰2회#분묘기지권#맹지,전,170평,view 23,경매,False
해남지원,2022타경53276[1],D-33,전라남도 해남군 삼산면 충리 산11-4,1075만390원,602만원,#유찰2회#지분매각#분묘기지권#특별매각조건#맹지,임야,2323평,view 23,경매,False
평택지원,2022타경48128[2],D-33,경기도 평택시 현덕면 대안리 1235-3,706만2000원,494만3000원,#유찰1회#지분매각,임야,5평,view 22,경매,False
원주지원,2022타경504295[1],D-33,강원도 원주시 신림면 성남리 54,3677만920원,2574만원,#유찰1회#지분매각#선순위임차인#농지취득자격증명,전,124평,view 22,경매,False
충주지원,2022타경33278[1],D-33,"충청북도 충주시 만리산8길 22, 312동 5층 503호 (교현동,삼익마에스트로)",6700만원,4288만원,#유찰2회#지분매각,오피스텔(사무),12평,view 22,경매,False
밀양지원,2018타경1945[7],D-33,경상남도 창녕군 남지읍 마산리 996 남지덕진7차봄아파트 703동 12층1206호,6500만원,4160만원,#유찰2회,아파트,11평,view 22,경매,False
밀양지원,2022타경1355[2],D-33,경상남도 밀양시 단장면 법흥리 416-1,1328만4000원,680만2000원,#유찰3회#분묘기지권,답,25평,view 22,경매,False
밀양지원,2022타경1737[1],D-33,"경상남도 밀양시 삼랑진읍 삼랑진로 184-7, 4층402호 (임호타이거아파트)",8500만원,5440만원,#유찰2회,아파트,26평,view 22,경매,False
밀양지원,2022타경12133[1],D-33,경상남도 창녕군 계성면 명리 산43,5851만2000원,4681만원,#유찰1회#분묘기지권,임야,17700평,view 22,경매,False
순천지원,2022타경53969[2],D-33,전라남도 보성군 문덕면 운곡리 555,1514만7000원,678만6000원,#유찰3회#지분매각#특별매각조건#농지취득자격증명,답,270평,view 22,경매,False
천안지원,2023타경103726[1],D-33,충청남도 천안시 동남구 동면 장송리 571,92만3650원,52만6000원,#유찰1회#지분매각#법정지상권,대지,4평,view 21,경매,False
통영지원,2022타경25365[1],D-33,경상남도 고성군 대가면 송계리 724,1079만5000원,552만7000원,#유찰3회#농지취득자격증명#맹지,답,193평,view 21,경매,False
원주지원,2022타경504769[1],D-33,강원도 횡성군 갑천면 율동리 산27,1억241만6000원,7169만1000원,#유찰1회#분묘기지권,임야,8374평,view 20,경매,False
충주지원,2022타경2366[1],D-33,충청북도 충주시 중앙탑면 가흥리 183,1130만5000원,723만5000원,#유찰2회#지분매각#농지취득자격증명,전,98평,view 20,경매,False
부산동부지원,2022타경106786[1],D-33,"부산광역시 남구 동명로 26, 104동 10층1003호 (용당동,현대아이파크)",2억8500만원,2억2800만원,#유찰1회,아파트,24평,view 20,경매,False
통영지원,2022타경27071[1],D-33,"경상남도 거제시 상동1길 15-9, 305동 12층1209호 (상동동,덕산3차베스트타운)",1억700만원,6848만원,#유찰2회,아파트,18평,view 20,경매,False
통영지원,2023타경20589[1],D-33,경상남도 통영시 한산면 비진리 108,6590만3400원,5272만3000원,#유찰1회#농지취득자격증명,전,256평,view 20,경매,False
목포지원,2022타경55730[1],D-33,전라남도 무안군 청계면 복길리 산95-3,3억700만3000원,1억7192만2000원,#유찰2회#분묘기지권,임야,5463평,view 20,경매,False
평택지원,2022타경4203[2],D-33,"경기도 평택시 신장로 24, 3층304호 (신장동,힐사이드2)",2억6100만원,1억8270만원,#유찰1회,오피스텔(사무),22평,view 19,경매,False
포항지원,2023타경904[1],D-33,"경상북도 포항시 남구 동해면 일월로71번길 13, 에이동 2층201호 (도구별장빌라)",1900만원,1330만원,#유찰1회#지분매각#선순위임차인,다세대,11평,view 19,경매,False
포항지원,2023타경30448[2],D-33,경상북도 포항시 북구 흥해읍 이인리 산155-19,7029만원,3444만2000원,#유찰2회#맹지,임야,50평,view 19,경매,False
통영지원,2022타경3235[1],D-33,경상남도 거제시 사등면 성포리 638,2억8109만1000원,2억2487만3000원,#유찰1회#농지취득자격증명#맹지,전,660평,view 19,경매,False
통영지원,2023타경22486[1],D-33,"경상남도 거제시 능포로4길 23, 102동 15층1501호 (능포동,라인라데팡스아파트)",1억1500만원,9200만원,#유찰1회#선순위임차인,아파트,26평,view 19,경매,False
밀양지원,2018타경1945[5],D-33,경상남도 창녕군 남지읍 마산리 996 남지덕진7차봄아파트 703동 1층106호,6200만원,3968만원,#유찰2회#임차권등기,아파트,11평,view 19,경매,False
밀양지원,2018타경2122[10],D-33,"경상남도 창녕군 남지읍 남지중앙1길 10, 701동 13층1302호 (남지덕진7차봄아파트)",1억2500만원,8000만원,#유찰2회#선순위임차인#임차권등기,아파트,19평,view 19,경매,False
목포지원,2022타경54850[1],D-33,전라남도 무안군 몽탄면 양장리 811-1,1237만5000원,693만원,#유찰2회#분묘기지권,묘지,341평,view 19,경매,False
전주지법,2022타경38173[1],D-33,전라북도 김제시 공덕면 공덕리 90-1,1711만9040원,776만7000원,#유찰2회#지분매각#법정지상권#농지취득자격증명,전,142평,view 19,경매,False
군산지원,2022타경25941[1],D-33,전라북도 군산시 대야면 산월리 537-77,7491만원,5243만7000원,#유찰1회,답,100평,view 19,경매,False
군산지원,2023타경413[1],D-33,전라북도 군산시 사정동 29-10,16억5114만8000원,11억5580만4000원,#유찰1회#농지취득자격증명,답,1237평,view 19,경매,False
